pheno	rsid	pval	phenostring	phenocode	big_pval	effect_direction	category	big_pval_adj	phenocat	pval_sign	minpadj	prank	shortname	X3	pheno2
N. heterosexual partners in male	rs1807906	1.5e-09	Hair/balding pattern: Pattern 3	biobank_2395_3	0.02	same	Physical	1	NSP	0.02	6.17731340195589e-14	16	Balding pattern 3	FALSE	males
N. heterosexual partners in male	rs1807906	1.5e-09	Trunk fat percentage	biobank_23127	0.098	same	Physical	1	NSP	0.098	1.20738398310956e-13	18	Trunk fat percentage	FALSE	males
N. heterosexual partners in male	rs1807906	1.5e-09	Sitting height	biobank_20015	0.2	same	Physical	1	NSP	0.2	1.9318143729753e-21	9	Sitting height	FALSE	males
N. heterosexual partners in male	rs1807906	1.5e-09	Qualifications: A levels/AS levels or equivalent	biobank_6138_2	0.23	opposite	Early life	1	NSP	-0.23	4.42707460473506e-14	15	A levels	FALSE	males
N. heterosexual partners in male	rs1807906	1.5e-09	Forced expiratory volume in 1-second (FEV1)	biobank_3063	0.25	opposite	Physical	1	NSP	-0.25	2.56569096410782e-23	8	FEV1	FALSE	males
N. heterosexual partners in male	rs1807906	1.5e-09	Non-cancer illness code, self-reported: hypothyroidism/myxoedema	biobank_20002_1226	0.26	same	Non-cancer illness	1	NSP	0.26	6.07350730897536e-17	14	Hypothyroidism	FALSE	males
N. heterosexual partners in male	rs1807906	1.5e-09	Ever smoked	biobank_20160	0.26	same	Smoking	1	NSP	0.26	5.13138192821563e-30	5	Ever smoked	FALSE	males
N. heterosexual partners in male	rs1807906	1.5e-09	Relative age of first facial hair	biobank_2375	0.3	opposite	Physical	1	NSP	-0.3	3.5738565900043e-20	11	Relative age of first facial hair	FALSE	males
N. heterosexual partners in male	rs1807906	1.5e-09	Nap during day	biobank_1190	0.34	same	Exercise and Work	1	NSP	0.34	2.81722929392231e-25	6	Nap during day	FALSE	males
N. heterosexual partners in male	rs1807906	1.5e-09	Neuroticism score	biobank_20127	0.36	opposite	Mental health	1	NSP	-0.36	1.6545632361131e-13	19.5	Neuroticism score	FALSE	males
N. heterosexual partners in male	rs1807906	1.5e-09	Hair/balding pattern: Pattern 4	biobank_2395_4	0.42	opposite	Physical	1	NSP	-0.42	4.99052046351952e-48	2	Balding pattern 4	FALSE	males
N. heterosexual partners in male	rs1807906	1.5e-09	Qualifications: None of the above	biobank_6138_100	0.71	same	Early life	1	NSP	0.71	1.6545632361131e-13	19.5	No degree	FALSE	males
N. heterosexual partners in male	rs1807906	1.5e-09	Sensitivity / hurt feelings	biobank_1950	0.72	opposite	Mental health	1	NSP	-0.72	9.65907186487648e-14	17	Sensitivity / hurt feelings	FALSE	males
N. heterosexual partners in male	rs1807906	1.5e-09	Qualifications: College or University degree	biobank_6138_1	0.79	opposite	Early life	1	NSP	-0.79	3.70264421486932e-30	4	University degree	FALSE	males
N. heterosexual partners in male	rs1807906	1.5e-09	Non-cancer illness code, self-reported: hyperthyroidism/thyrotoxicosis	biobank_20002_1225	0.87	opposite	Non-cancer illness	1	NSP	-0.87	8.69316467838883e-38	3	Hyperthyroidism	FALSE	males
N. heterosexual partners in male	rs1807906	1.5e-09	Smoking status: Previous	biobank_20116_1	0.94	same	Smoking	1	NSP	0.94	2.72635092960223e-17	13	Smoking status: Previous	FALSE	males
N. heterosexual partners in male	rs1807906	1.5e-09	Non-cancer illness code, self-reported: malabsorption/coeliac disease	biobank_20002_1456	0.96	opposite	Non-cancer illness	1	NSP	-0.96	4.82953593243824e-193	1	Coeliac disease	FALSE	males
N. heterosexual partners in male	rs1807906	1.5e-09	Treatment/medication code: levothyroxine sodium	biobank_20003_1141191044	0.99	same	Treatment/medication	1	NSP	0.99	5.1588224732863e-21	10	Levothyroxine	FALSE	males
N. heterosexual partners in male	rs61927885	2.7e-08	Ever smoked	biobank_20160	3e-04	same	Smoking	0.535029830033779	NSP	3e-04	5.13138192821563e-30	5	Ever smoked	FALSE	males
N. heterosexual partners in male	rs61927885	2.7e-08	Smoking status: Previous	biobank_20116_1	0.0018	same	Smoking	1	NSP	0.0018	2.72635092960223e-17	13	Smoking status: Previous	FALSE	males
N. heterosexual partners in male	rs61927885	2.7e-08	Hair/balding pattern: Pattern 4	biobank_2395_4	0.041	opposite	Physical	1	NSP	-0.041	4.99052046351952e-48	2	Balding pattern 4	FALSE	males
N. heterosexual partners in male	rs61927885	2.7e-08	Non-cancer illness code, self-reported: malabsorption/coeliac disease	biobank_20002_1456	0.05	same	Non-cancer illness	1	NSP	0.05	4.82953593243824e-193	1	Coeliac disease	FALSE	males
N. heterosexual partners in male	rs61927885	2.7e-08	Heel bone mineral density (BMD) T-score, automated (left)	biobank_4106	0.065	opposite	Physical	1	NSP	-0.065	5.63445858784462e-18	12	Bone mineral density (left heel)	FALSE	males
N. heterosexual partners in male	rs61927885	2.7e-08	Non-cancer illness code, self-reported: hyperthyroidism/thyrotoxicosis	biobank_20002_1225	0.088	same	Non-cancer illness	1	NSP	0.088	8.69316467838883e-38	3	Hyperthyroidism	FALSE	males
N. heterosexual partners in male	rs61927885	2.7e-08	Sitting height	biobank_20015	0.17	opposite	Physical	1	NSP	-0.17	1.9318143729753e-21	9	Sitting height	FALSE	males
N. heterosexual partners in male	rs61927885	2.7e-08	Sensitivity / hurt feelings	biobank_1950	0.19	same	Mental health	1	NSP	0.19	9.65907186487648e-14	17	Sensitivity / hurt feelings	FALSE	males
N. heterosexual partners in male	rs61927885	2.7e-08	Nap during day	biobank_1190	0.25	opposite	Exercise and Work	1	NSP	-0.25	2.81722929392231e-25	6	Nap during day	FALSE	males
N. heterosexual partners in male	rs61927885	2.7e-08	Heel bone mineral density (BMD) T-score, automated	biobank_78	0.32	opposite	Physical	1	NSP	-0.32	3.71502764033711e-25	7	Bone mineral density (heel)	FALSE	males
N. heterosexual partners in male	rs61927885	2.7e-08	Qualifications: College or University degree	biobank_6138_1	0.35	opposite	Early life	1	NSP	-0.35	3.70264421486932e-30	4	University degree	FALSE	males
N. heterosexual partners in male	rs61927885	2.7e-08	Non-cancer illness code, self-reported: hypothyroidism/myxoedema	biobank_20002_1226	0.41	same	Non-cancer illness	1	NSP	0.41	6.07350730897536e-17	14	Hypothyroidism	FALSE	males
N. heterosexual partners in male	rs61927885	2.7e-08	Trunk fat percentage	biobank_23127	0.49	opposite	Physical	1	NSP	-0.49	1.20738398310956e-13	18	Trunk fat percentage	FALSE	males
N. heterosexual partners in male	rs61927885	2.7e-08	Relative age of first facial hair	biobank_2375	0.52	same	Physical	1	NSP	0.52	3.5738565900043e-20	11	Relative age of first facial hair	FALSE	males
N. heterosexual partners in male	rs61927885	2.7e-08	Forced expiratory volume in 1-second (FEV1)	biobank_3063	0.61	opposite	Physical	1	NSP	-0.61	2.56569096410782e-23	8	FEV1	FALSE	males
N. heterosexual partners in male	rs61927885	2.7e-08	Qualifications: None of the above	biobank_6138_100	0.68	same	Early life	1	NSP	0.68	1.6545632361131e-13	19.5	No degree	FALSE	males
N. heterosexual partners in male	rs61927885	2.7e-08	Treatment/medication code: levothyroxine sodium	biobank_20003_1141191044	0.89	same	Treatment/medication	1	NSP	0.89	5.1588224732863e-21	10	Levothyroxine	FALSE	males
N. heterosexual partners in male	rs61927885	2.7e-08	Qualifications: A levels/AS levels or equivalent	biobank_6138_2	0.93	opposite	Early life	1	NSP	-0.93	4.42707460473506e-14	15	A levels	FALSE	males
N. heterosexual partners in male	rs61927885	2.7e-08	Neuroticism score	biobank_20127	0.96	same	Mental health	1	NSP	0.96	1.6545632361131e-13	19.5	Neuroticism score	FALSE	males
N. heterosexual partners in male	rs61927885	2.7e-08	Hair/balding pattern: Pattern 3	biobank_2395_3	0.96	opposite	Physical	1	NSP	-0.96	6.17731340195589e-14	16	Balding pattern 3	FALSE	males
N. heterosexual partners in male	rs11627454	1.7e-08	Nap during day	biobank_1190	0.02	same	Exercise and Work	1	NSP	0.02	2.81722929392231e-25	6	Nap during day	FALSE	males
N. heterosexual partners in male	rs11627454	1.7e-08	Sitting height	biobank_20015	0.032	opposite	Physical	1	NSP	-0.032	1.9318143729753e-21	9	Sitting height	FALSE	males
N. heterosexual partners in male	rs11627454	1.7e-08	Hair/balding pattern: Pattern 3	biobank_2395_3	0.04	same	Physical	1	NSP	0.04	6.17731340195589e-14	16	Balding pattern 3	FALSE	males
N. heterosexual partners in male	rs11627454	1.7e-08	Hair/balding pattern: Pattern 4	biobank_2395_4	0.15	opposite	Physical	1	NSP	-0.15	4.99052046351952e-48	2	Balding pattern 4	FALSE	males
N. heterosexual partners in male	rs11627454	1.7e-08	Qualifications: None of the above	biobank_6138_100	0.15	same	Early life	1	NSP	0.15	1.6545632361131e-13	19.5	No degree	FALSE	males
N. heterosexual partners in male	rs11627454	1.7e-08	Heel bone mineral density (BMD) T-score, automated	biobank_78	0.15	opposite	Physical	1	NSP	-0.15	3.71502764033711e-25	7	Bone mineral density (heel)	FALSE	males
N. heterosexual partners in male	rs11627454	1.7e-08	Neuroticism score	biobank_20127	0.22	same	Mental health	1	NSP	0.22	1.6545632361131e-13	19.5	Neuroticism score	FALSE	males
N. heterosexual partners in male	rs11627454	1.7e-08	Smoking status: Previous	biobank_20116_1	0.28	opposite	Smoking	1	NSP	-0.28	2.72635092960223e-17	13	Smoking status: Previous	FALSE	males
N. heterosexual partners in male	rs11627454	1.7e-08	Qualifications: College or University degree	biobank_6138_1	0.29	same	Early life	1	NSP	0.29	3.70264421486932e-30	4	University degree	FALSE	males
N. heterosexual partners in male	rs11627454	1.7e-08	Non-cancer illness code, self-reported: hyperthyroidism/thyrotoxicosis	biobank_20002_1225	0.3	opposite	Non-cancer illness	1	NSP	-0.3	8.69316467838883e-38	3	Hyperthyroidism	FALSE	males
N. heterosexual partners in male	rs11627454	1.7e-08	Heel bone mineral density (BMD) T-score, automated (left)	biobank_4106	0.31	opposite	Physical	1	NSP	-0.31	5.63445858784462e-18	12	Bone mineral density (left heel)	FALSE	males
N. heterosexual partners in male	rs11627454	1.7e-08	Trunk fat percentage	biobank_23127	0.34	same	Physical	1	NSP	0.34	1.20738398310956e-13	18	Trunk fat percentage	FALSE	males
N. heterosexual partners in male	rs11627454	1.7e-08	Forced expiratory volume in 1-second (FEV1)	biobank_3063	0.4	opposite	Physical	1	NSP	-0.4	2.56569096410782e-23	8	FEV1	FALSE	males
N. heterosexual partners in male	rs11627454	1.7e-08	Qualifications: A levels/AS levels or equivalent	biobank_6138_2	0.41	opposite	Early life	1	NSP	-0.41	4.42707460473506e-14	15	A levels	FALSE	males
N. heterosexual partners in male	rs11627454	1.7e-08	Relative age of first facial hair	biobank_2375	0.47	same	Physical	1	NSP	0.47	3.5738565900043e-20	11	Relative age of first facial hair	FALSE	males
N. heterosexual partners in male	rs11627454	1.7e-08	Non-cancer illness code, self-reported: hypothyroidism/myxoedema	biobank_20002_1226	0.63	same	Non-cancer illness	1	NSP	0.63	6.07350730897536e-17	14	Hypothyroidism	FALSE	males
N. heterosexual partners in male	rs11627454	1.7e-08	Ever smoked	biobank_20160	0.65	opposite	Smoking	1	NSP	-0.65	5.13138192821563e-30	5	Ever smoked	FALSE	males
N. heterosexual partners in male	rs11627454	1.7e-08	Treatment/medication code: levothyroxine sodium	biobank_20003_1141191044	0.7	opposite	Treatment/medication	1	NSP	-0.7	5.1588224732863e-21	10	Levothyroxine	FALSE	males
N. heterosexual partners in male	rs11627454	1.7e-08	Sensitivity / hurt feelings	biobank_1950	0.79	same	Mental health	1	NSP	0.79	9.65907186487648e-14	17	Sensitivity / hurt feelings	FALSE	males
N. heterosexual partners in male	rs11627454	1.7e-08	Non-cancer illness code, self-reported: malabsorption/coeliac disease	biobank_20002_1456	0.94	same	Non-cancer illness	1	NSP	0.94	4.82953593243824e-193	1	Coeliac disease	FALSE	males
N. heterosexual partners in male	rs4702	7.6e-14	Sensitivity / hurt feelings	biobank_1950	3.2e-08	same	Mental health	0.000262831887479632	NSP	3.2e-08	9.65907186487648e-14	17	Sensitivity / hurt feelings	FALSE	males
N. heterosexual partners in male	rs4702	7.6e-14	Hair/balding pattern: Pattern 4	biobank_2395_4	7e-04	opposite	Physical	0.955532830047137	NSP	-7e-04	4.99052046351952e-48	2	Balding pattern 4	FALSE	males
N. heterosexual partners in male	rs4702	7.6e-14	Neuroticism score	biobank_20127	0.00075	same	Mental health	0.999490052243014	NSP	0.00075	1.6545632361131e-13	19.5	Neuroticism score	FALSE	males
N. heterosexual partners in male	rs4702	7.6e-14	Ever smoked	biobank_20160	0.0027	same	Smoking	1	NSP	0.0027	5.13138192821563e-30	5	Ever smoked	FALSE	males
N. heterosexual partners in male	rs4702	7.6e-14	Hair/balding pattern: Pattern 3	biobank_2395_3	0.046	opposite	Physical	1	NSP	-0.046	6.17731340195589e-14	16	Balding pattern 3	FALSE	males
N. heterosexual partners in male	rs4702	7.6e-14	Trunk fat percentage	biobank_23127	0.1	same	Physical	1	NSP	0.1	1.20738398310956e-13	18	Trunk fat percentage	FALSE	males
N. heterosexual partners in male	rs4702	7.6e-14	Heel bone mineral density (BMD) T-score, automated	biobank_78	0.12	same	Physical	1	NSP	0.12	3.71502764033711e-25	7	Bone mineral density (heel)	FALSE	males
N. heterosexual partners in male	rs4702	7.6e-14	Smoking status: Previous	biobank_20116_1	0.17	same	Smoking	1	NSP	0.17	2.72635092960223e-17	13	Smoking status: Previous	FALSE	males
N. heterosexual partners in male	rs4702	7.6e-14	Nap during day	biobank_1190	0.18	same	Exercise and Work	1	NSP	0.18	2.81722929392231e-25	6	Nap during day	FALSE	males
N. heterosexual partners in male	rs4702	7.6e-14	Non-cancer illness code, self-reported: malabsorption/coeliac disease	biobank_20002_1456	0.24	opposite	Non-cancer illness	1	NSP	-0.24	4.82953593243824e-193	1	Coeliac disease	FALSE	males
N. heterosexual partners in male	rs4702	7.6e-14	Qualifications: A levels/AS levels or equivalent	biobank_6138_2	0.37	same	Early life	1	NSP	0.37	4.42707460473506e-14	15	A levels	FALSE	males
N. heterosexual partners in male	rs4702	7.6e-14	Forced expiratory volume in 1-second (FEV1)	biobank_3063	0.43	opposite	Physical	1	NSP	-0.43	2.56569096410782e-23	8	FEV1	FALSE	males
N. heterosexual partners in male	rs4702	7.6e-14	Non-cancer illness code, self-reported: hypothyroidism/myxoedema	biobank_20002_1226	0.61	same	Non-cancer illness	1	NSP	0.61	6.07350730897536e-17	14	Hypothyroidism	FALSE	males
N. heterosexual partners in male	rs4702	7.6e-14	Qualifications: None of the above	biobank_6138_100	0.61	opposite	Early life	1	NSP	-0.61	1.6545632361131e-13	19.5	No degree	FALSE	males
N. heterosexual partners in male	rs4702	7.6e-14	Non-cancer illness code, self-reported: hyperthyroidism/thyrotoxicosis	biobank_20002_1225	0.67	same	Non-cancer illness	1	NSP	0.67	8.69316467838883e-38	3	Hyperthyroidism	FALSE	males
N. heterosexual partners in male	rs4702	7.6e-14	Sitting height	biobank_20015	0.76	opposite	Physical	1	NSP	-0.76	1.9318143729753e-21	9	Sitting height	FALSE	males
N. heterosexual partners in male	rs4702	7.6e-14	Treatment/medication code: levothyroxine sodium	biobank_20003_1141191044	0.8	opposite	Treatment/medication	1	NSP	-0.8	5.1588224732863e-21	10	Levothyroxine	FALSE	males
N. heterosexual partners in male	rs4702	7.6e-14	Heel bone mineral density (BMD) T-score, automated (left)	biobank_4106	0.81	opposite	Physical	1	NSP	-0.81	5.63445858784462e-18	12	Bone mineral density (left heel)	FALSE	males
N. heterosexual partners in male	rs4702	7.6e-14	Qualifications: College or University degree	biobank_6138_1	0.83	same	Early life	1	NSP	0.83	3.70264421486932e-30	4	University degree	FALSE	males
N. heterosexual partners in male	rs4702	7.6e-14	Relative age of first facial hair	biobank_2375	0.97	same	Physical	1	NSP	0.97	3.5738565900043e-20	11	Relative age of first facial hair	FALSE	males
N. heterosexual partners in male	rs1134074	3.8e-08	Trunk fat percentage	biobank_23127	0.00025	opposite	Physical	0.470165102456994	NSP	-0.00025	1.20738398310956e-13	18	Trunk fat percentage	FALSE	males
N. heterosexual partners in male	rs1134074	3.8e-08	Relative age of first facial hair	biobank_2375	0.0038	same	Physical	1	NSP	0.0038	3.5738565900043e-20	11	Relative age of first facial hair	FALSE	males
N. heterosexual partners in male	rs1134074	3.8e-08	Ever smoked	biobank_20160	0.0079	same	Smoking	1	NSP	0.0079	5.13138192821563e-30	5	Ever smoked	FALSE	males
N. heterosexual partners in male	rs1134074	3.8e-08	Nap during day	biobank_1190	0.02	same	Exercise and Work	1	NSP	0.02	2.81722929392231e-25	6	Nap during day	FALSE	males
N. heterosexual partners in male	rs1134074	3.8e-08	Qualifications: None of the above	biobank_6138_100	0.1	opposite	Early life	1	NSP	-0.1	1.6545632361131e-13	19.5	No degree	FALSE	males
N. heterosexual partners in male	rs1134074	3.8e-08	Smoking status: Previous	biobank_20116_1	0.12	same	Smoking	1	NSP	0.12	2.72635092960223e-17	13	Smoking status: Previous	FALSE	males
N. heterosexual partners in male	rs1134074	3.8e-08	Heel bone mineral density (BMD) T-score, automated	biobank_78	0.13	opposite	Physical	1	NSP	-0.13	3.71502764033711e-25	7	Bone mineral density (heel)	FALSE	males
N. heterosexual partners in male	rs1134074	3.8e-08	Qualifications: College or University degree	biobank_6138_1	0.14	same	Early life	1	NSP	0.14	3.70264421486932e-30	4	University degree	FALSE	males
N. heterosexual partners in male	rs1134074	3.8e-08	Treatment/medication code: levothyroxine sodium	biobank_20003_1141191044	0.21	opposite	Treatment/medication	1	NSP	-0.21	5.1588224732863e-21	10	Levothyroxine	FALSE	males
N. heterosexual partners in male	rs1134074	3.8e-08	Hair/balding pattern: Pattern 3	biobank_2395_3	0.21	opposite	Physical	1	NSP	-0.21	6.17731340195589e-14	16	Balding pattern 3	FALSE	males
N. heterosexual partners in male	rs1134074	3.8e-08	Neuroticism score	biobank_20127	0.26	same	Mental health	1	NSP	0.26	1.6545632361131e-13	19.5	Neuroticism score	FALSE	males
N. heterosexual partners in male	rs1134074	3.8e-08	Qualifications: A levels/AS levels or equivalent	biobank_6138_2	0.27	same	Early life	1	NSP	0.27	4.42707460473506e-14	15	A levels	FALSE	males
N. heterosexual partners in male	rs1134074	3.8e-08	Non-cancer illness code, self-reported: hypothyroidism/myxoedema	biobank_20002_1226	0.31	opposite	Non-cancer illness	1	NSP	-0.31	6.07350730897536e-17	14	Hypothyroidism	FALSE	males
N. heterosexual partners in male	rs1134074	3.8e-08	Heel bone mineral density (BMD) T-score, automated (left)	biobank_4106	0.39	opposite	Physical	1	NSP	-0.39	5.63445858784462e-18	12	Bone mineral density (left heel)	FALSE	males
N. heterosexual partners in male	rs1134074	3.8e-08	Hair/balding pattern: Pattern 4	biobank_2395_4	0.42	opposite	Physical	1	NSP	-0.42	4.99052046351952e-48	2	Balding pattern 4	FALSE	males
N. heterosexual partners in male	rs1134074	3.8e-08	Sitting height	biobank_20015	0.44	opposite	Physical	1	NSP	-0.44	1.9318143729753e-21	9	Sitting height	FALSE	males
N. heterosexual partners in male	rs1134074	3.8e-08	Forced expiratory volume in 1-second (FEV1)	biobank_3063	0.44	opposite	Physical	1	NSP	-0.44	2.56569096410782e-23	8	FEV1	FALSE	males
N. heterosexual partners in male	rs1134074	3.8e-08	Non-cancer illness code, self-reported: hyperthyroidism/thyrotoxicosis	biobank_20002_1225	0.45	same	Non-cancer illness	1	NSP	0.45	8.69316467838883e-38	3	Hyperthyroidism	FALSE	males
N. heterosexual partners in male	rs1134074	3.8e-08	Sensitivity / hurt feelings	biobank_1950	0.68	same	Mental health	1	NSP	0.68	9.65907186487648e-14	17	Sensitivity / hurt feelings	FALSE	males
N. heterosexual partners in male	rs1134074	3.8e-08	Non-cancer illness code, self-reported: malabsorption/coeliac disease	biobank_20002_1456	0.78	same	Non-cancer illness	1	NSP	0.78	4.82953593243824e-193	1	Coeliac disease	FALSE	males
N. heterosexual partners in male	rs12451892	4.6e-08	Hair/balding pattern: Pattern 4	biobank_2395_4	4.7e-07	opposite	Physical	0.00272822342337256	NSP	-4.7e-07	4.99052046351952e-48	2	Balding pattern 4	FALSE	males
N. heterosexual partners in male	rs12451892	4.6e-08	Ever smoked	biobank_20160	0.00057	same	Smoking	0.833182651782626	NSP	0.00057	5.13138192821563e-30	5	Ever smoked	FALSE	males
N. heterosexual partners in male	rs12451892	4.6e-08	Trunk fat percentage	biobank_23127	0.0019	opposite	Physical	1	NSP	-0.0019	1.20738398310956e-13	18	Trunk fat percentage	FALSE	males
N. heterosexual partners in male	rs12451892	4.6e-08	Nap during day	biobank_1190	0.002	same	Exercise and Work	1	NSP	0.002	2.81722929392231e-25	6	Nap during day	FALSE	males
N. heterosexual partners in male	rs12451892	4.6e-08	Sitting height	biobank_20015	0.015	opposite	Physical	1	NSP	-0.015	1.9318143729753e-21	9	Sitting height	FALSE	males
N. heterosexual partners in male	rs12451892	4.6e-08	Smoking status: Previous	biobank_20116_1	0.026	same	Smoking	1	NSP	0.026	2.72635092960223e-17	13	Smoking status: Previous	FALSE	males
N. heterosexual partners in male	rs12451892	4.6e-08	Qualifications: A levels/AS levels or equivalent	biobank_6138_2	0.1	same	Early life	1	NSP	0.1	4.42707460473506e-14	15	A levels	FALSE	males
N. heterosexual partners in male	rs12451892	4.6e-08	Qualifications: None of the above	biobank_6138_100	0.11	opposite	Early life	1	NSP	-0.11	1.6545632361131e-13	19.5	No degree	FALSE	males
N. heterosexual partners in male	rs12451892	4.6e-08	Relative age of first facial hair	biobank_2375	0.21	same	Physical	1	NSP	0.21	3.5738565900043e-20	11	Relative age of first facial hair	FALSE	males
N. heterosexual partners in male	rs12451892	4.6e-08	Forced expiratory volume in 1-second (FEV1)	biobank_3063	0.22	opposite	Physical	1	NSP	-0.22	2.56569096410782e-23	8	FEV1	FALSE	males
N. heterosexual partners in male	rs12451892	4.6e-08	Heel bone mineral density (BMD) T-score, automated (left)	biobank_4106	0.25	same	Physical	1	NSP	0.25	5.63445858784462e-18	12	Bone mineral density (left heel)	FALSE	males
N. heterosexual partners in male	rs12451892	4.6e-08	Neuroticism score	biobank_20127	0.31	opposite	Mental health	1	NSP	-0.31	1.6545632361131e-13	19.5	Neuroticism score	FALSE	males
N. heterosexual partners in male	rs12451892	4.6e-08	Non-cancer illness code, self-reported: malabsorption/coeliac disease	biobank_20002_1456	0.39	same	Non-cancer illness	1	NSP	0.39	4.82953593243824e-193	1	Coeliac disease	FALSE	males
N. heterosexual partners in male	rs12451892	4.6e-08	Non-cancer illness code, self-reported: hypothyroidism/myxoedema	biobank_20002_1226	0.43	same	Non-cancer illness	1	NSP	0.43	6.07350730897536e-17	14	Hypothyroidism	FALSE	males
N. heterosexual partners in male	rs12451892	4.6e-08	Non-cancer illness code, self-reported: hyperthyroidism/thyrotoxicosis	biobank_20002_1225	0.44	same	Non-cancer illness	1	NSP	0.44	8.69316467838883e-38	3	Hyperthyroidism	FALSE	males
N. heterosexual partners in male	rs12451892	4.6e-08	Treatment/medication code: levothyroxine sodium	biobank_20003_1141191044	0.51	same	Treatment/medication	1	NSP	0.51	5.1588224732863e-21	10	Levothyroxine	FALSE	males
N. heterosexual partners in male	rs12451892	4.6e-08	Qualifications: College or University degree	biobank_6138_1	0.55	opposite	Early life	1	NSP	-0.55	3.70264421486932e-30	4	University degree	FALSE	males
N. heterosexual partners in male	rs12451892	4.6e-08	Sensitivity / hurt feelings	biobank_1950	0.68	opposite	Mental health	1	NSP	-0.68	9.65907186487648e-14	17	Sensitivity / hurt feelings	FALSE	males
N. heterosexual partners in male	rs12451892	4.6e-08	Hair/balding pattern: Pattern 3	biobank_2395_3	0.78	same	Physical	1	NSP	0.78	6.17731340195589e-14	16	Balding pattern 3	FALSE	males
N. heterosexual partners in male	rs12451892	4.6e-08	Heel bone mineral density (BMD) T-score, automated	biobank_78	0.9	same	Physical	1	NSP	0.9	3.71502764033711e-25	7	Bone mineral density (heel)	FALSE	males
N. heterosexual partners in male	rs1894521	1.8e-11	Nap during day	biobank_1190	6.7e-05	opposite	Exercise and Work	0.178378670051468	NSP	-6.7e-05	2.81722929392231e-25	6	Nap during day	FALSE	males
N. heterosexual partners in male	rs1894521	1.8e-11	Heel bone mineral density (BMD) T-score, automated (left)	biobank_4106	0.13	opposite	Physical	1	NSP	-0.13	5.63445858784462e-18	12	Bone mineral density (left heel)	FALSE	males
N. heterosexual partners in male	rs1894521	1.8e-11	Sitting height	biobank_20015	0.16	opposite	Physical	1	NSP	-0.16	1.9318143729753e-21	9	Sitting height	FALSE	males
N. heterosexual partners in male	rs1894521	1.8e-11	Forced expiratory volume in 1-second (FEV1)	biobank_3063	0.16	opposite	Physical	1	NSP	-0.16	2.56569096410782e-23	8	FEV1	FALSE	males
N. heterosexual partners in male	rs1894521	1.8e-11	Neuroticism score	biobank_20127	0.16	opposite	Mental health	1	NSP	-0.16	1.6545632361131e-13	19.5	Neuroticism score	FALSE	males
N. heterosexual partners in male	rs1894521	1.8e-11	Treatment/medication code: levothyroxine sodium	biobank_20003_1141191044	0.21	same	Treatment/medication	1	NSP	0.21	5.1588224732863e-21	10	Levothyroxine	FALSE	males
N. heterosexual partners in male	rs1894521	1.8e-11	Qualifications: None of the above	biobank_6138_100	0.27	same	Early life	1	NSP	0.27	1.6545632361131e-13	19.5	No degree	FALSE	males
N. heterosexual partners in male	rs1894521	1.8e-11	Relative age of first facial hair	biobank_2375	0.3	opposite	Physical	1	NSP	-0.3	3.5738565900043e-20	11	Relative age of first facial hair	FALSE	males
N. heterosexual partners in male	rs1894521	1.8e-11	Non-cancer illness code, self-reported: hyperthyroidism/thyrotoxicosis	biobank_20002_1225	0.31	same	Non-cancer illness	1	NSP	0.31	8.69316467838883e-38	3	Hyperthyroidism	FALSE	males
N. heterosexual partners in male	rs1894521	1.8e-11	Non-cancer illness code, self-reported: malabsorption/coeliac disease	biobank_20002_1456	0.35	same	Non-cancer illness	1	NSP	0.35	4.82953593243824e-193	1	Coeliac disease	FALSE	males
N. heterosexual partners in male	rs1894521	1.8e-11	Qualifications: A levels/AS levels or equivalent	biobank_6138_2	0.45	opposite	Early life	1	NSP	-0.45	4.42707460473506e-14	15	A levels	FALSE	males
N. heterosexual partners in male	rs1894521	1.8e-11	Sensitivity / hurt feelings	biobank_1950	0.46	opposite	Mental health	1	NSP	-0.46	9.65907186487648e-14	17	Sensitivity / hurt feelings	FALSE	males
N. heterosexual partners in male	rs1894521	1.8e-11	Trunk fat percentage	biobank_23127	0.61	same	Physical	1	NSP	0.61	1.20738398310956e-13	18	Trunk fat percentage	FALSE	males
N. heterosexual partners in male	rs1894521	1.8e-11	Qualifications: College or University degree	biobank_6138_1	0.61	same	Early life	1	NSP	0.61	3.70264421486932e-30	4	University degree	FALSE	males
N. heterosexual partners in male	rs1894521	1.8e-11	Non-cancer illness code, self-reported: hypothyroidism/myxoedema	biobank_20002_1226	0.64	same	Non-cancer illness	1	NSP	0.64	6.07350730897536e-17	14	Hypothyroidism	FALSE	males
N. heterosexual partners in male	rs1894521	1.8e-11	Ever smoked	biobank_20160	0.64	opposite	Smoking	1	NSP	-0.64	5.13138192821563e-30	5	Ever smoked	FALSE	males
N. heterosexual partners in male	rs1894521	1.8e-11	Hair/balding pattern: Pattern 4	biobank_2395_4	0.73	opposite	Physical	1	NSP	-0.73	4.99052046351952e-48	2	Balding pattern 4	FALSE	males
N. heterosexual partners in male	rs1894521	1.8e-11	Hair/balding pattern: Pattern 3	biobank_2395_3	0.8	same	Physical	1	NSP	0.8	6.17731340195589e-14	16	Balding pattern 3	FALSE	males
N. heterosexual partners in male	rs1894521	1.8e-11	Smoking status: Previous	biobank_20116_1	0.88	opposite	Smoking	1	NSP	-0.88	2.72635092960223e-17	13	Smoking status: Previous	FALSE	males
